unique_id,ds,y
T353,1923-02-01 12:00:00,5227.0
T353,1923-03-01 12:00:00,6983.0
T353,1923-04-01 12:00:00,6240.0
T353,1923-05-01 12:00:00,6532.0
T353,1923-06-01 12:00:00,6141.0
T353,1923-07-01 12:00:00,6249.0
T353,1923-08-01 12:00:00,6698.0
T353,1923-09-01 12:00:00,6300.0
T353,1923-10-01 12:00:00,7377.0
T353,1923-11-01 12:00:00,6411.0
T353,1923-12-01 12:00:00,6496.0
T353,1924-01-01 12:00:00,5760.0
T353,1924-02-01 12:00:00,5791.0
T353,1924-03-01 12:00:00,5887.0
T353,1924-04-01 12:00:00,6407.0
T353,1924-05-01 12:00:00,6168.0
T353,1924-06-01 12:00:00,6058.0
T353,1924-07-01 12:00:00,6214.0
T353,1924-08-01 12:00:00,6047.0
T353,1924-09-01 12:00:00,6646.0
T353,1924-10-01 12:00:00,6898.0
T353,1924-11-01 12:00:00,6146.0
T353,1924-12-01 12:00:00,6913.0
T353,1925-01-01 12:00:00,6281.0
T353,1925-02-01 12:00:00,6259.0
T353,1925-03-01 12:00:00,6787.0
T353,1925-04-01 12:00:00,6221.0
T353,1925-05-01 12:00:00,6089.0
T353,1925-06-01 12:00:00,6247.0
T353,1925-07-01 12:00:00,6491.0
T353,1925-08-01 12:00:00,6566.0
T353,1925-09-01 12:00:00,6514.0
T353,1925-10-01 12:00:00,7723.0
T353,1925-11-01 12:00:00,7050.0
T353,1925-12-01 12:00:00,7357.0
T353,1926-01-01 12:00:00,6705.0
T353,1926-02-01 12:00:00,6355.0
T353,1926-03-01 12:00:00,7867.0
T353,1926-04-01 12:00:00,7617.0
T353,1926-05-01 12:00:00,6261.0
T353,1926-06-01 12:00:00,7085.0
T353,1926-07-01 12:00:00,7056.0
T353,1926-08-01 12:00:00,7527.0
T353,1926-09-01 12:00:00,7375.0
T353,1926-10-01 12:00:00,8618.0
T353,1926-11-01 12:00:00,7764.0
T353,1926-12-01 12:00:00,7511.0
T353,1927-01-01 12:00:00,6673.0
T353,1927-02-01 12:00:00,6140.0
T353,1927-03-01 12:00:00,7327.0
T353,1927-04-01 12:00:00,6837.0
T353,1927-05-01 12:00:00,7045.0
T353,1927-06-01 12:00:00,7521.0
T353,1927-07-01 12:00:00,6724.0
T353,1927-08-01 12:00:00,7977.0
T353,1927-09-01 12:00:00,8219.0
T353,1927-10-01 12:00:00,8317.0
T353,1927-11-01 12:00:00,8051.0
T353,1927-12-01 12:00:00,6996.0
T353,1928-01-01 12:00:00,6630.0
T353,1928-02-01 12:00:00,7219.0
T353,1928-03-01 12:00:00,7549.0
T353,1928-04-01 12:00:00,6818.0
T353,1928-05-01 12:00:00,7490.0
T353,1928-06-01 12:00:00,7160.0
T353,1928-07-01 12:00:00,7526.0
T353,1928-08-01 12:00:00,8219.0
T353,1928-09-01 12:00:00,7491.0
T353,1928-10-01 12:00:00,8918.0
T353,1928-11-01 12:00:00,8038.0
T353,1928-12-01 12:00:00,7631.0
T353,1929-01-01 12:00:00,7921.0
T353,1929-02-01 12:00:00,7522.0
T353,1929-03-01 12:00:00,8138.0
T353,1929-04-01 12:00:00,8338.0
T353,1929-05-01 12:00:00,8368.0
T353,1929-06-01 12:00:00,7964.0
T353,1929-07-01 12:00:00,8616.0
T353,1929-08-01 12:00:00,8890.0
T353,1929-09-01 12:00:00,8561.0
T353,1929-10-01 12:00:00,9998.0
T353,1929-11-01 12:00:00,8161.0
T353,1929-12-01 12:00:00,7071.0
T353,1930-01-01 12:00:00,7061.0
T353,1930-02-01 12:00:00,6428.0
T353,1930-03-01 12:00:00,6901.0
T353,1930-04-01 12:00:00,7080.0
T353,1930-05-01 12:00:00,6842.0
T353,1930-06-01 12:00:00,6179.0
T353,1930-07-01 12:00:00,5724.0
T353,1930-08-01 12:00:00,5780.0
T353,1930-09-01 12:00:00,6179.0
T353,1930-10-01 12:00:00,6832.0
T353,1930-11-01 12:00:00,5774.0
T353,1930-12-01 12:00:00,4917.0
T353,1931-01-01 12:00:00,4495.0
T353,1931-02-01 12:00:00,4117.0
T353,1931-03-01 12:00:00,4923.0
T353,1931-04-01 12:00:00,4573.0
T353,1931-05-01 12:00:00,4553.0
T353,1931-06-01 12:00:00,4419.0
T353,1931-07-01 12:00:00,4744.0
T353,1931-08-01 12:00:00,4530.0
T353,1931-09-01 12:00:00,5201.0
T353,1931-10-01 12:00:00,5047.0
T353,1931-11-01 12:00:00,4124.0
T353,1931-12-01 12:00:00,4202.0
T353,1932-01-01 12:00:00,3249.0
T353,1932-02-01 12:00:00,3181.0
T353,1932-03-01 12:00:00,3279.0
T353,1932-04-01 12:00:00,3329.0
T353,1932-05-01 12:00:00,2949.0
T353,1932-06-01 12:00:00,2940.0
T353,1932-07-01 12:00:00,2181.0
T353,1932-08-01 12:00:00,2464.0
T353,1932-09-01 12:00:00,2526.0
T353,1932-10-01 12:00:00,2808.0
T353,1932-11-01 12:00:00,2810.0
T353,1932-12-01 12:00:00,2344.0
T353,1933-01-01 12:00:00,2187.0
T353,1933-02-01 12:00:00,1910.0
T353,1933-03-01 12:00:00,2293.0
T353,1933-04-01 12:00:00,2091.0
T353,1933-05-01 12:00:00,2362.0
T353,1933-06-01 12:00:00,2329.0
T353,1933-07-01 12:00:00,2676.0
T353,1933-08-01 12:00:00,3367.0
T353,1933-09-01 12:00:00,3360.0
T353,1933-10-01 12:00:00,3597.0
T353,1933-11-01 12:00:00,3280.0
T353,1933-12-01 12:00:00,2768.0
T353,1934-01-01 12:00:00,2733.0
T353,1934-02-01 12:00:00,2752.0
T353,1934-03-01 12:00:00,2985.0
T353,1934-04-01 12:00:00,2842.0
T353,1934-05-01 12:00:00,3084.0
T353,1934-06-01 12:00:00,2647.0
T353,1934-07-01 12:00:00,2848.0
T353,1934-08-01 12:00:00,2923.0
T353,1934-09-01 12:00:00,2955.0
T353,1934-10-01 12:00:00,2985.0
T353,1934-11-01 12:00:00,3408.0
T353,1934-12-01 12:00:00,2860.0
T353,1935-01-01 12:00:00,3013.0
T353,1935-02-01 12:00:00,2626.0
T353,1935-03-01 12:00:00,3053.0
T353,1935-04-01 12:00:00,3342.0
T353,1935-05-01 12:00:00,3391.0
T353,1935-06-01 12:00:00,3045.0
T353,1935-07-01 12:00:00,3252.0
T353,1935-08-01 12:00:00,3537.0
T353,1935-09-01 12:00:00,3602.0
T353,1935-10-01 12:00:00,4396.0
T353,1935-11-01 12:00:00,3663.0
T353,1935-12-01 12:00:00,3643.0
T353,1936-01-01 12:00:00,3297.0
T353,1936-02-01 12:00:00,3063.0
T353,1936-03-01 12:00:00,3683.0
T353,1936-04-01 12:00:00,3420.0
T353,1936-05-01 12:00:00,3905.0
T353,1936-06-01 12:00:00,3701.0
T353,1936-07-01 12:00:00,3858.0
T353,1936-08-01 12:00:00,4136.0
T353,1936-09-01 12:00:00,4391.0
T353,1936-10-01 12:00:00,4856.0
T353,1936-11-01 12:00:00,4024.0
T353,1936-12-01 12:00:00,4253.0
T353,1937-01-01 12:00:00,3670.0
T353,1937-02-01 12:00:00,4088.0
T353,1937-03-01 12:00:00,4905.0
T353,1937-04-01 12:00:00,4756.0
T353,1937-05-01 12:00:00,4651.0
T353,1937-06-01 12:00:00,4722.0
T353,1937-07-01 12:00:00,4840.0
T353,1937-08-01 12:00:00,4732.0
T353,1937-09-01 12:00:00,4847.0
T353,1937-10-01 12:00:00,4993.0
T353,1937-11-01 12:00:00,4704.0
T353,1937-12-01 12:00:00,4217.0
T353,1938-01-01 12:00:00,3460.0
T353,1938-02-01 12:00:00,3250.0
T353,1938-03-01 12:00:00,3449.0
T353,1938-04-01 12:00:00,3354.0
T353,1938-05-01 12:00:00,3341.0
T353,1938-06-01 12:00:00,3243.0
T353,1938-07-01 12:00:00,3090.0
T353,1938-08-01 12:00:00,3703.0
T353,1938-09-01 12:00:00,3787.0
T353,1938-10-01 12:00:00,4064.0
T353,1938-11-01 12:00:00,3734.0
T353,1938-12-01 12:00:00,3280.0
T353,1939-01-01 12:00:00,3489.0
T353,1939-02-01 12:00:00,2885.0
T353,1939-03-01 12:00:00,3840.0
T353,1939-04-01 12:00:00,4396.0
T353,1939-05-01 12:00:00,4011.0
T353,1939-06-01 12:00:00,3480.0
T353,1939-07-01 12:00:00,3393.0
T353,1939-08-01 12:00:00,3535.0
T353,1939-09-01 12:00:00,3572.0
T353,1939-10-01 12:00:00,3860.0
T353,1939-11-01 12:00:00,4080.0
T353,1939-12-01 12:00:00,3488.0
T353,1940-01-01 12:00:00,3708.0
T353,1940-02-01 12:00:00,2959.0
T353,1940-03-01 12:00:00,3380.0
T353,1940-04-01 12:00:00,3281.0
T353,1940-05-01 12:00:00,3619.0
T353,1940-06-01 12:00:00,3483.0
T353,1940-07-01 12:00:00,3969.0
T353,1940-08-01 12:00:00,3317.0
T353,1940-09-01 12:00:00,3256.0
T353,1940-10-01 12:00:00,3438.0
T353,1940-11-01 12:00:00,3408.0
T353,1940-12-01 12:00:00,3052.0
T353,1941-01-01 12:00:00,2799.0
T353,1941-02-01 12:00:00,2846.0
T353,1941-03-01 12:00:00,3040.0
T353,1941-04-01 12:00:00,3504.0
T353,1941-05-01 12:00:00,3591.0
T353,1941-06-01 12:00:00,3587.0
T353,1941-07-01 12:00:00,3568.0
T353,1941-08-01 12:00:00,3593.0
T353,1941-09-01 12:00:00,3516.0
T353,1941-10-01 12:00:00,3849.0
T353,1941-11-01 12:00:00,3782.0
T353,1941-12-01 12:00:00,4631.0
T353,1942-01-01 12:00:00,3125.0
T353,1942-02-01 12:00:00,3235.0
T353,1942-03-01 12:00:00,3647.0
T353,1942-04-01 12:00:00,3538.0
T353,1942-05-01 12:00:00,3164.0
T353,1942-06-01 12:00:00,3132.0
T353,1942-07-01 12:00:00,3281.0
T353,1942-08-01 12:00:00,3409.0
T353,1942-09-01 12:00:00,3546.0
T353,1942-10-01 12:00:00,3508.0
T353,1942-11-01 12:00:00,3595.0
T353,1942-12-01 12:00:00,8522.0
T353,1943-01-01 12:00:00,3637.0
T353,1943-02-01 12:00:00,4464.0
T353,1943-03-01 12:00:00,5220.0
T353,1943-04-01 12:00:00,4611.0
T353,1943-05-01 12:00:00,5646.0
T353,1943-06-01 12:00:00,6466.0
T353,1943-07-01 12:00:00,6087.0
T353,1943-08-01 12:00:00,6514.0
T353,1943-09-01 12:00:00,5292.0
T353,1943-10-01 12:00:00,6583.0
T353,1943-11-01 12:00:00,6563.0
T353,1943-12-01 12:00:00,5927.0
T353,1944-01-01 12:00:00,5002.0
T353,1944-02-01 12:00:00,5297.0
T353,1944-03-01 12:00:00,6418.0
T353,1944-04-01 12:00:00,5939.0
T353,1944-05-01 12:00:00,6405.0
T353,1944-06-01 12:00:00,6492.0
T353,1944-07-01 12:00:00,6400.0
T353,1944-08-01 12:00:00,6739.0
T353,1944-09-01 12:00:00,5740.0
T353,1944-10-01 12:00:00,7363.0
T353,1944-11-01 12:00:00,5762.0
T353,1944-12-01 12:00:00,6520.0
T353,1945-01-01 12:00:00,6466.0
T353,1945-02-01 12:00:00,5882.0
T353,1945-03-01 12:00:00,7764.0
T353,1945-04-01 12:00:00,7019.0
T353,1945-05-01 12:00:00,8310.0
T353,1945-06-01 12:00:00,8299.0
T353,1945-07-01 12:00:00,8141.0
T353,1945-08-01 12:00:00,7211.0
T353,1945-09-01 12:00:00,5830.0
T353,1945-10-01 12:00:00,6566.0
T353,1945-11-01 12:00:00,5933.0
T353,1945-12-01 12:00:00,5763.0
T353,1946-01-01 12:00:00,5694.0
T353,1946-02-01 12:00:00,5631.0
T353,1946-03-01 12:00:00,6324.0
T353,1946-04-01 12:00:00,7243.0
T353,1946-05-01 12:00:00,6916.0
T353,1946-06-01 12:00:00,6477.0
T353,1946-07-01 12:00:00,6819.0
T353,1946-08-01 12:00:00,6842.0
T353,1946-09-01 12:00:00,6880.0
T353,1946-10-01 12:00:00,7393.0
T353,1946-11-01 12:00:00,9540.0
T353,1946-12-01 12:00:00,8795.0
T353,1947-01-01 12:00:00,8130.0
T353,1947-02-01 12:00:00,7432.0
T353,1947-03-01 12:00:00,7566.0
T353,1947-04-01 12:00:00,7708.0
T353,1947-05-01 12:00:00,7675.0
T353,1947-06-01 12:00:00,8186.0
T353,1947-07-01 12:00:00,8977.0
T353,1947-08-01 12:00:00,7283.0
T353,1947-09-01 12:00:00,9092.0
T353,1947-10-01 12:00:00,9522.0
T353,1947-11-01 12:00:00,7921.0
T353,1947-12-01 12:00:00,8786.0
T353,1948-01-01 12:00:00,9461.0
T353,1948-02-01 12:00:00,9514.0
T353,1948-03-01 12:00:00,11465.0
T353,1948-04-01 12:00:00,11117.0
T353,1948-05-01 12:00:00,10462.0
T353,1948-06-01 12:00:00,10762.0
T353,1948-07-01 12:00:00,10929.0
T353,1948-08-01 12:00:00,10732.0
T353,1948-09-01 12:00:00,10563.0
T353,1948-10-01 12:00:00,11847.0
T353,1948-11-01 12:00:00,11325.0
T353,1948-12-01 12:00:00,12733.0
T353,1949-01-01 12:00:00,10952.0
T353,1949-02-01 12:00:00,10891.0
T353,1949-03-01 12:00:00,11751.0
T353,1949-04-01 12:00:00,9961.0
T353,1949-05-01 12:00:00,10596.0
T353,1949-06-01 12:00:00,9946.0
T353,1949-07-01 12:00:00,9016.0
T353,1949-08-01 12:00:00,9982.0
T353,1949-09-01 12:00:00,9993.0
T353,1949-10-01 12:00:00,10479.0
T353,1949-11-01 12:00:00,10631.0
T353,1949-12-01 12:00:00,10391.0
T353,1950-01-01 12:00:00,9924.0
T353,1950-02-01 12:00:00,9224.0
T353,1950-03-01 12:00:00,12056.0
T353,1950-04-01 12:00:00,10819.0
T353,1950-05-01 12:00:00,12412.0
T353,1950-06-01 12:00:00,11950.0
T353,1950-07-01 12:00:00,11679.0
T353,1950-08-01 12:00:00,12546.0
T353,1950-09-01 12:00:00,13569.0
T353,1950-10-01 12:00:00,15099.0
T353,1950-11-01 12:00:00,15614.0
T353,1950-12-01 12:00:00,14678.0
T353,1951-01-01 12:00:00,16312.0
T353,1951-02-01 12:00:00,13558.0
T353,1951-03-01 12:00:00,16854.0
T353,1951-04-01 12:00:00,16014.0
T353,1951-05-01 12:00:00,16177.0
T353,1951-06-01 12:00:00,15575.0
T353,1951-07-01 12:00:00,16410.0
T353,1951-08-01 12:00:00,16510.0
T353,1951-09-01 12:00:00,14090.0
T353,1951-10-01 12:00:00,16186.0
T353,1951-11-01 12:00:00,16493.0
T353,1951-12-01 12:00:00,15406.0
T353,1952-01-01 12:00:00,16774.0
T353,1952-02-01 12:00:00,16256.0
T353,1952-03-01 12:00:00,16882.0
T353,1952-04-01 12:00:00,17258.0
T353,1952-05-01 12:00:00,16692.0
T353,1952-06-01 12:00:00,17028.0
T353,1952-07-01 12:00:00,17544.0
T353,1952-08-01 12:00:00,16167.0
T353,1952-09-01 12:00:00,17558.0
T353,1952-10-01 12:00:00,20230.0
T353,1952-11-01 12:00:00,17902.0
T353,1952-12-01 12:00:00,19066.0
T353,1953-01-01 12:00:00,17546.0
T353,1953-02-01 12:00:00,16581.0
T353,1953-03-01 12:00:00,20072.0
T353,1953-04-01 12:00:00,19349.0
T353,1953-05-01 12:00:00,18270.0
T353,1953-06-01 12:00:00,18382.0
T353,1953-07-01 12:00:00,18553.0
T353,1953-08-01 12:00:00,16939.0
T353,1953-09-01 12:00:00,18256.0
T353,1953-10-01 12:00:00,18906.0
T353,1953-11-01 12:00:00,18260.0
T353,1953-12-01 12:00:00,18319.0
T353,1954-01-01 12:00:00,14648.0
T353,1954-02-01 12:00:00,16280.0
T353,1954-03-01 12:00:00,17580.0
T353,1954-04-01 12:00:00,19787.0
T353,1954-05-01 12:00:00,17679.0
T353,1954-06-01 12:00:00,19255.0
T353,1954-07-01 12:00:00,18950.0
T353,1954-08-01 12:00:00,18572.0
T353,1954-09-01 12:00:00,18284.0
T353,1954-10-01 12:00:00,19336.0
T353,1954-11-01 12:00:00,19791.0
T353,1954-12-01 12:00:00,19356.0
T353,1955-01-01 12:00:00,17589.0
T353,1955-02-01 12:00:00,17814.0
T353,1955-03-01 12:00:00,23766.0
T353,1955-04-01 12:00:00,19773.0
T353,1955-05-01 12:00:00,21452.0
T353,1955-06-01 12:00:00,21903.0
T353,1955-07-01 12:00:00,20570.0
T353,1955-08-01 12:00:00,21711.0
T353,1955-09-01 12:00:00,22346.0
T353,1955-10-01 12:00:00,24284.0
T353,1955-11-01 12:00:00,25294.0
T353,1955-12-01 12:00:00,23199.0
T353,1956-01-01 12:00:00,24694.0
T353,1956-02-01 12:00:00,23413.0
T353,1956-03-01 12:00:00,25186.0
T353,1956-04-01 12:00:00,24930.0
T353,1956-05-01 12:00:00,28153.0
T353,1956-06-01 12:00:00,25757.0
T1090,1990-01-01 12:00:00,1880.0
T1090,1990-02-01 12:00:00,1880.0
T1090,1990-03-01 12:00:00,1900.0
T1090,1990-04-01 12:00:00,2000.0
T1090,1990-05-01 12:00:00,2120.0
T1090,1990-06-01 12:00:00,1990.0
T1090,1990-07-01 12:00:00,2040.0
T1090,1990-08-01 12:00:00,1930.0
T1090,1990-09-01 12:00:00,1910.0
T1090,1990-10-01 12:00:00,1910.0
T1090,1990-11-01 12:00:00,1900.0
T1090,1990-12-01 12:00:00,1910.0
T1090,1991-01-01 12:00:00,1900.0
T1090,1991-02-01 12:00:00,1910.0
T1090,1991-03-01 12:00:00,1910.0
T1090,1991-04-01 12:00:00,1910.0
T1090,1991-05-01 12:00:00,1910.0
T1090,1991-06-01 12:00:00,1920.0
T1090,1991-07-01 12:00:00,1930.0
T1090,1991-08-01 12:00:00,1930.0
T1090,1991-09-01 12:00:00,1930.0
T1090,1991-10-01 12:00:00,1930.0
T1090,1991-11-01 12:00:00,1930.0
T1090,1991-12-01 12:00:00,1950.0
T1090,1992-01-01 12:00:00,1930.0
T1090,1992-02-01 12:00:00,1930.0
T1090,1992-03-01 12:00:00,1940.0
T1090,1992-04-01 12:00:00,1930.0
T1090,1992-05-01 12:00:00,1930.0
T1090,1992-06-01 12:00:00,1930.0
T1090,1992-07-01 12:00:00,1920.0
T1090,1992-08-01 12:00:00,1920.0
T1090,1992-09-01 12:00:00,1940.0
T1090,1992-10-01 12:00:00,1960.0
T1090,1992-11-01 12:00:00,1910.0
T1090,1992-12-01 12:00:00,1910.0
T1090,1993-01-01 12:00:00,1870.0
T1090,1993-02-01 12:00:00,1860.0
T1090,1993-03-01 12:00:00,1860.0
T1090,1993-04-01 12:00:00,1820.0
T1090,1993-05-01 12:00:00,1820.0
T1090,1993-06-01 12:00:00,1800.0
T1090,1993-07-01 12:00:00,1800.0
T1090,1993-08-01 12:00:00,1800.0
T1090,1993-09-01 12:00:00,1790.0
T1090,1993-10-01 12:00:00,1820.0
T1090,1993-11-01 12:00:00,1810.0
T1090,1993-12-01 12:00:00,1840.0
T1090,1994-01-01 12:00:00,1810.0
T1090,1994-02-01 12:00:00,1810.0
T1090,1994-03-01 12:00:00,1810.0
