unique_id,ds,AutoETS,AutoTheta,Naive,SeasonalNaive,CatBoostRegressor,PatchTST,AutoETS_Standard,AutoTheta_Standard,Naive_Standard,SeasonalNaive_Standard,CatBoostRegressor_Standard,PatchTST_Standard,AutoETS_Robust,AutoTheta_Robust,Naive_Robust,SeasonalNaive_Robust,CatBoostRegressor_Robust,PatchTST_Robust,AutoETS_QuantileTransformer,AutoTheta_QuantileTransformer,Naive_QuantileTransformer,SeasonalNaive_QuantileTransformer,CatBoostRegressor_QuantileTransformer,PatchTST_QuantileTransformer
T10864,2016-10-01 12:00:00,1970.3556,1976.6146,1960.0,1930.0,1945.9908603182703,1925.4807,1963.0757,1976.0408,1960.0,1930.0,1945.9899815817748,1940.9497,1973.7197,1976.0406,1960.0,1930.0,1945.9896596501462,1942.9701,1967.1436,1973.078,1960.0,1930.0,1937.8908449142539,1946.66
T10864,2016-11-01 12:00:00,1976.4319,1978.191,1960.0,1947.0,1945.9908603182703,1934.0819,1971.6079,1977.4382,1960.0,1947.0,1945.9899815817748,1945.8408,1983.2584,1977.4381,1960.0,1947.0001,1945.9896596501462,1948.8727,1971.7942,1974.9797,1960.0,1947.0,1937.8908449142539,1949.3127
T10864,2016-12-01 12:00:00,1987.3121,1985.2322,1960.0,1981.0,1945.9908603182703,1935.7828,1984.5557,1984.0723,1960.0,1981.0,1945.9899815817748,1948.2632,1995.9911,1984.0721,1960.0,1981.0,1945.9896596501462,1954.7762,1986.7389,1980.9719,1960.0,1981.0,1937.8908449142539,1965.6764
T10870,2015-07-01 12:00:00,8783.555,8794.116,8780.0,8710.0,8778.797451666673,8783.972,8794.786,8792.708,8780.0,8710.0,8778.799759477128,8790.175,8783.568,8793.152,8780.0,8710.0,8778.797450604976,8799.401,8785.655,8790.208,8780.001,8710.0,8785.429162483531,8755.982
T10870,2015-08-01 12:00:00,8787.566,8782.1045,8780.0,8730.0,8778.797451666673,8758.498,8774.959,8783.006,8780.0,8730.0,8778.799759477128,8773.603,8787.547,8782.88,8780.0,8730.0,8778.797450604976,8773.242,8789.508,8785.356,8780.001,8730.0,8785.429162483531,8734.314
T10870,2015-09-01 12:00:00,8791.499,8777.55,8780.0,8690.0,8778.797451666673,8718.213,8743.643,8778.95,8780.0,8690.0,8778.799759477128,8753.106,8791.445,8778.823,8780.0,8690.0,8778.797450604976,8757.425,8793.277,8775.95,8780.001,8690.0,8785.429162483531,8738.112
T10870,2015-10-01 12:00:00,8795.352,8751.181,8780.0,8730.0,8778.797451666673,8739.364,8727.354,8759.497,8780.0,8730.0,8778.799759477128,8769.972,8795.267,8757.531,8780.0,8730.0,8778.797450604976,8769.758,8796.968,8746.169,8780.001,8730.0,8785.429162483531,8785.81
T10870,2015-11-01 12:00:00,8799.128,8780.025,8780.0,8750.0,8778.797451666673,8740.865,8750.166,8786.232,8780.0,8750.0,8778.799759477128,8772.462,8799.011,8784.94,8780.0,8750.0,8778.797450604976,8771.939,8800.0,8788.971,8780.001,8749.999,8785.429162483531,8799.433
T10870,2015-12-01 12:00:00,8802.828,8814.79,8780.0,8810.0,8800.85117977031,8748.66,8791.494,8818.754,8780.0,8810.0,8800.853524741637,8768.1875,8802.681,8818.176,8780.0,8810.0,8800.851156346944,8768.447,8800.0,8801.824,8780.001,8810.001,8800.0,8800.0
T10870,2016-01-01 12:00:00,8806.454,8731.552,8780.0,8740.0,8778.797451666673,8736.012,8695.64,8736.436,8780.0,8740.0,8778.799759477128,8769.139,8806.277,8735.949,8780.0,8740.0,8778.797450604976,8784.169,8800.0,8713.593,8780.001,8740.0,8785.429162483531,8778.204
T10870,2016-02-01 12:00:00,8810.008,8749.46,8780.0,8740.0,8778.797451666673,8719.432,8736.997,8752.745,8780.0,8740.0,8778.799759477128,8750.812,8809.801,8752.834,8780.0,8740.0,8778.797450604976,8757.018,8800.0,8731.728,8780.001,8740.0,8785.429162483531,8789.36
T10870,2016-03-01 12:00:00,8813.491,8772.258,8780.0,8760.0,8778.797451666673,8708.978,8769.345,8772.452,8780.0,8760.0,8778.799759477128,8735.129,8813.256,8773.564,8780.0,8760.0,8778.797450604976,8737.042,8800.0,8759.68,8780.001,8760.001,8785.429162483531,8763.274
T10870,2016-04-01 12:00:00,8816.904,8731.704,8780.0,8770.0,8778.797451666673,8693.814,8745.143,8736.465,8780.0,8770.0,8778.799759477128,8731.892,8816.64,8736.487,8780.0,8770.0,8778.797450604976,8732.842,8800.692,8719.464,8780.001,8770.0,8785.429162483531,8740.713
T10870,2016-05-01 12:00:00,8820.249,8740.799,8780.0,8770.0,8778.797451666673,8703.603,8768.772,8744.353,8780.0,8770.0,8778.799759477128,8743.771,8819.957,8744.765,8780.0,8770.0,8778.797450604976,8749.775,8806.258,8719.147,8780.001,8770.0,8785.429162483531,8755.864
T10870,2016-06-01 12:00:00,8823.526,8745.668,8780.0,8780.0,8778.797451666673,8715.496,8779.988,8750.967,8780.0,8780.0,8778.799759477128,8747.356,8823.208,8750.958,8780.0,8780.0,8778.797450604976,8753.771,8811.707,8728.244,8780.001,8780.001,8785.429162483531,8800.0
T10870,2016-07-01 12:00:00,8826.739,8759.769,8780.0,8710.0,8778.797451666673,8704.5205,8794.786,8763.602,8780.0,8710.0,8778.799759477128,8742.264,8826.393,8764.057,8780.0,8710.0,8778.797450604976,8740.433,8817.041,8739.925,8780.001,8710.0,8785.429162483531,8783.497
T10870,2016-08-01 12:00:00,8829.887,8747.792,8780.0,8730.0,8778.797451666673,8693.531,8774.959,8753.95,8780.0,8730.0,8778.799759477128,8730.773,8829.515,8753.83,8780.0,8730.0,8778.797450604976,8723.984,8822.263,8733.197,8780.001,8730.0,8785.429162483531,8763.512
T10870,2016-09-01 12:00:00,8832.972,8743.244,8780.0,8690.0,8778.797451666673,8679.881,8743.643,8749.905,8780.0,8690.0,8778.799759477128,8722.951,8832.574,8749.783,8780.0,8690.0,8778.797450604976,8720.283,8827.376,8725.918,8780.001,8690.0,8785.429162483531,8739.397
T10870,2016-10-01 12:00:00,8835.995,8716.967,8780.0,8730.0,8778.797451666673,8699.356,8727.354,8730.572,8780.0,8730.0,8778.799759477128,8746.501,8835.573,8728.6,8780.0,8730.0,8778.797450604976,8738.52,8833.086,8711.575,8780.001,8730.0,8785.429162483531,8787.798
T10870,2016-11-01 12:00:00,8838.958,8745.6875,8780.0,8750.0,8778.797451666673,8701.729,8750.166,8757.104,8780.0,8750.0,8778.799759477128,8751.597,8838.512,8755.838,8780.0,8750.0,8778.797450604976,8752.482,8839.438,8738.1455,8780.001,8749.999,8785.429162483531,8789.836
T10870,2016-12-01 12:00:00,8841.861,8780.306,8780.0,8810.0,8778.797451666673,8715.962,8791.494,8789.38,8780.0,8810.0,8778.799759477128,8773.814,8841.391,8788.867,8780.0,8810.0,8778.797450604976,8777.4,8845.657,8793.637,8780.001,8810.001,8785.429162483531,8800.537
T1090,2015-07-01 12:00:00,1960.0374,1961.0168,1960.0,1930.0,1945.9908603182703,1972.0231,1962.5176,1960.8186,1960.0,1930.0,1945.9899815817748,1976.519,1962.5203,1960.8185,1960.0,1930.0,1945.9896596501462,1976.9988,1961.4517,1964.3276,1960.0,1930.0,1966.0202796654457,1970.8962
T1090,2015-08-01 12:00:00,1960.0374,1951.0394,1960.0,1940.0,1945.9908603182703,1959.018,1962.5176,1950.9028,1960.0,1940.0,1945.9899815817748,1961.5618,1962.5203,1950.9025,1960.0,1940.0001,1945.9896596501462,1962.6259,1961.4517,1958.4855,1960.0,1940.0001,1957.391752671157,1963.3964
T1090,2015-09-01 12:00:00,1960.0374,1943.4261,1960.0,1940.0,1945.9908603182703,1956.1927,1962.5176,1943.3867,1960.0,1940.0,1945.9899815817748,1960.6257,1962.5203,1943.3867,1960.0,1940.0001,1945.9896596501462,1961.8707,1961.4517,1948.287,1960.0,1940.0001,1957.391752671157,1964.2546
T1090,2015-10-01 12:00:00,1960.0374,1946.0729,1960.0,1920.0,1943.303757523623,1955.6232,1962.5176,1946.3711,1960.0,1920.0,1943.302805246159,1957.8706,1962.5203,1946.3708,1960.0,1920.0,1943.3025127523051,1960.486,1961.4517,1949.1862,1960.0,1920.0,1957.391752671157,1963.9994
T1090,2015-11-01 12:00:00,1960.0374,1948.0928,1960.0,1930.0,1945.9908603182703,1963.5078,1962.5176,1948.905,1960.0,1930.0,1945.9899815817748,1968.0535,1962.5203,1948.905,1960.0,1930.0,1945.9896596501462,1969.7996,1961.4517,1949.9692,1960.0,1930.0,1957.391752671157,1970.7831
T1090,2015-12-01 12:00:00,1960.0374,1976.4497,1960.0,2000.0,1950.9729731133848,1965.3844,1962.5176,1977.106,1960.0,2000.0,1950.9720870611209,1970.9966,1962.5203,1977.1058,1960.0,2000.0,1950.9718260716725,1970.7659,1961.4517,1976.6522,1960.0,2000.0,1980.2449273122254,1973.0261
T1090,2016-01-01 12:00:00,1960.0374,1951.8375,1960.0,1940.0,1945.9908603182703,1958.8134,1962.5176,1953.2004,1960.0,1940.0,1945.9899815817748,1963.9626,1962.5203,1953.2003,1960.0,1940.0001,1945.9896596501462,1965.8284,1961.4517,1959.2344,1960.0,1940.0001,1957.391752671157,1965.4854
T1090,2016-02-01 12:00:00,1960.0374,1949.2954,1960.0,1950.0,1945.9908603182703,1951.1404,1962.5176,1950.7583,1960.0,1950.0,1945.9899815817748,1958.3408,1962.5203,1950.7582,1960.0,1949.9999,1945.9896596501462,1960.0276,1961.4517,1955.2767,1960.0,1950.0,1957.391752671157,1969.008
T1090,2016-03-01 12:00:00,1960.0374,1947.957,1960.0,1960.0,1945.9908603182703,1953.6796,1962.5176,1949.7397,1960.0,1960.0,1945.9899815817748,1958.9375,1962.5203,1949.7396,1960.0,1960.0,1945.9896596501462,1961.7961,1961.4517,1952.3983,1960.0,1960.0,1957.391752671157,1967.4824
T1090,2016-04-01 12:00:00,1960.0374,1962.4272,1960.0,2010.0,1950.9729731133848,1965.2102,1962.5176,1964.971,1960.0,2010.0,1950.9720870611209,1970.3816,1962.5203,1964.971,1960.0,2010.0,1950.9718260716725,1972.0525,1961.4517,1964.6088,1960.0,2009.9999,1980.2449273122254,1978.6539
T1090,2016-05-01 12:00:00,1960.0374,1983.1033,1960.0,1970.0,1945.9908603182703,1958.6489,1962.5176,1986.8691,1960.0,1970.0,1945.9899815817748,1964.5154,1962.5203,1986.8689,1960.0,1970.0,1945.9896596501462,1966.1455,1961.4517,1971.9648,1960.0,1970.0,1957.391752671157,1970.6433
T1090,2016-06-01 12:00:00,1960.0374,1959.1996,1960.0,1960.0,1945.9908603182703,1954.2975,1962.5176,1962.7949,1960.0,1960.0,1945.9899815817748,1968.0525,1962.5203,1962.7947,1960.0,1960.0,1945.9896596501462,1968.0414,1961.4517,1959.9669,1960.0,1960.0,1957.391752671157,1971.5852
T1090,2016-07-01 12:00:00,1960.0374,1961.0168,1960.0,1930.0,1945.9908603182703,1955.6699,1962.5176,1964.4282,1960.0,1930.0,1945.9899815817748,1967.3125,1962.5203,1964.4282,1960.0,1930.0,1945.9896596501462,1967.6392,1961.4517,1964.3276,1960.0,1930.0,1957.391752671157,1970.186
T1090,2016-08-01 12:00:00,1960.0374,1951.0394,1960.0,1940.0,1945.9908603182703,1951.4883,1962.5176,1954.5125,1960.0,1940.0,1945.9899815817748,1963.9673,1962.5203,1954.5125,1960.0,1940.0001,1945.9896596501462,1964.3234,1961.4517,1958.4855,1960.0,1940.0001,1957.391752671157,1970.1075
T1090,2016-09-01 12:00:00,1960.0374,1943.4261,1960.0,1940.0,1945.9908603182703,1952.3234,1962.5176,1946.9966,1960.0,1940.0,1945.9899815817748,1962.8193,1962.5203,1946.9966,1960.0,1940.0001,1945.9896596501462,1962.968,1961.4517,1948.287,1960.0,1940.0001,1957.391752671157,1970.6356
T1090,2016-10-01 12:00:00,1960.0374,1946.0729,1960.0,1920.0,1945.9908603182703,1954.0621,1962.5176,1949.9807,1960.0,1920.0,1945.9899815817748,1962.727,1962.5203,1949.9807,1960.0,1920.0,1945.9896596501462,1963.4513,1961.4517,1949.1862,1960.0,1920.0,1957.391752671157,1966.4192
T1090,2016-11-01 12:00:00,1960.0374,1948.0928,1960.0,1930.0,1945.9908603182703,1958.6975,1962.5176,1952.5149,1960.0,1930.0,1945.9899815817748,1965.4712,1962.5203,1952.5148,1960.0,1930.0,1945.9896596501462,1966.2036,1961.4517,1949.9692,1960.0,1930.0,1957.391752671157,1970.8271
T1090,2016-12-01 12:00:00,1960.0374,1976.4497,1960.0,2000.0,1945.9908603182703,1966.1458,1962.5176,1980.7156,1960.0,2000.0,1945.9899815817748,1975.0417,1962.5203,1980.7156,1960.0,2000.0,1945.9896596501462,1975.5758,1961.4517,1976.6522,1960.0,2000.0,1957.391752671157,1980.9573
T11217,2013-07-01 12:00:00,4106.1353,4104.806,4110.0,4130.0,4138.286519442423,4109.4844,4114.826,4103.7866,4110.0,4130.0,4138.285265122741,4107.2886,4111.61,4104.06,4110.0,4130.0,4138.285064529562,4116.058,4098.54,4105.867,4110.0,4130.0,4145.601584378194,4117.935
T11217,2013-08-01 12:00:00,4085.771,4099.0757,4110.0,4110.0,4147.552085597272,4068.6284,4101.804,4097.524,4110.0,4110.0,4147.550850591685,4083.8147,4089.939,4098.0674,4110.0,4110.0,4147.550626703123,4106.0054,4082.8005,4098.4526,4110.0,4110.0,4144.120263673999,4088.9922
T11217,2013-09-01 12:00:00,4069.1777,4092.276,4110.0,4070.0,4147.552085597272,4082.502,4088.5593,4090.7905,4110.0,4070.0,4147.550850591685,4067.0664,4066.276,4091.604,4110.0,4070.0,4147.550626703123,4099.974,4063.5854,4094.612,4110.0,4069.9998,4144.120263673999,4093.544
T11217,2013-10-01 12:00:00,4079.8442,4093.7822,4110.0,4080.0,4147.552085597272,4079.3774,4083.6594,4092.245,4110.0,4080.0,4147.550850591685,4082.0303,4078.562,4093.3289,4110.0,4080.0,4147.550626703123,4096.187,4074.8894,4095.3906,4110.0,4079.9998,4144.120263673999,4093.865
T11217,2013-11-01 12:00:00,4096.809,4113.3477,4110.0,4090.0,4148.741077203507,4086.1814,4101.1016,4111.562,4110.0,4090.0,4148.7398497939885,4088.0293,4094.542,4112.916,4110.0,4090.0,4148.739626911715,4096.007,4090.6973,4109.8228,4110.0,4090.0,4144.120263673999,4112.6
T11217,2013-12-01 12:00:00,4113.3213,4125.097,4110.0,4110.0,4148.741077203507,4072.1643,4111.1997,4122.401,4110.0,4110.0,4148.7398497939885,4063.6155,4112.2173,4124.025,4110.0,4110.0,4148.739626911715,4071.0847,4099.0034,4114.1465,4110.0,4110.0,4144.120263673999,4094.283
T11217,2014-01-01 12:00:00,3995.9663,3982.7017,4110.0,3960.0,4147.626511484123,3975.3523,3975.5137,3983.6743,4110.0,3960.0,4147.625296400799,4003.3486,3994.9968,3985.5688,4110.0,3960.0,4147.625077941579,4018.563,4001.7065,4013.2114,4110.0,3960.0,4137.968687962647,4026.237
T11217,2014-02-01 12:00:00,3996.2664,3976.5903,4110.0,3970.0,4148.741077203507,4027.2737,3970.9058,3978.2563,4110.0,3970.0,4148.7398497939885,3993.3838,3999.9048,3980.4211,4110.0,3970.0,4148.739626911715,4019.2056,4003.8796,4007.8213,4110.0,3970.0,4137.968687962647,4040.7542
T11217,2014-03-01 12:00:00,4040.1292,4022.1504,4110.0,4010.0,4148.741077203507,4065.4316,4015.3005,4022.081,4110.0,4010.0,4148.7398497939885,4022.2832,4039.3389,4024.516,4110.0,4010.0,4148.739626911715,4043.1892,4043.3838,4041.7793,4110.0,4009.9998,4137.968687962647,4064.6128
T11217,2014-04-01 12:00:00,4073.2737,4057.831,4110.0,4070.0,4148.741077203507,4097.776,4050.8008,4055.432,4110.0,4070.0,4148.7398497939885,4064.6716,4073.9443,4058.1372,4110.0,4070.0,4148.739626911715,4071.934,4075.8228,4071.2253,4110.0,4069.9998,4144.120263673999,4089.61
T11217,2014-05-01 12:00:00,4101.8086,4102.7583,4110.0,4110.0,4148.741077203507,4168.8623,4089.4614,4097.23,4110.0,4110.0,4148.7398497939885,4099.167,4102.248,4100.2056,4110.0,4110.0,4148.739626911715,4106.567,4098.2983,4099.5317,4110.0,4110.0,4144.120263673999,4110.6045
T11217,2014-06-01 12:00:00,4111.2026,4139.867,4110.0,4110.0,4148.741077203507,4185.64,4119.989,4132.153,4110.0,4110.0,4148.7398497939885,4115.6665,4111.1147,4135.399,4110.0,4110.0,4148.739626911715,4125.536,4104.7173,4125.7983,4110.0,4110.0,4144.120263673999,4125.7266
